TransactionNo,Items,DateTime,Daypart,DayType
1532.0,Bread,2016-11-17 14:47:01,Afternoon,Weekday
1533.0,Bread,2016-11-17 14:52:45,Afternoon,Weekday
1534.0,Bread,2016-11-17 14:56:01,Afternoon,Weekday
1534.0,Scandinavian,2016-11-17 14:56:01,Afternoon,Weekday
1534.0,Coffee,2016-11-17 14:56:01,Afternoon,Weekday
1535.0,Coffee,2016-11-17 15:01:21,Afternoon,Weekday
1535.0,Coffee,2016-11-17 15:01:21,Afternoon,Weekday
1536.0,Coffee,2016-11-17 15:13:25,Afternoon,Weekday
1537.0,Soup,2016-11-17 15:14:51,Afternoon,Weekday
1538.0,Coffee,2016-11-17 15:18:18,Afternoon,Weekday
1538.0,Muffin,2016-11-17 15:18:18,Afternoon,Weekday
1539.0,Cake,2016-11-17 15:30:16,Afternoon,Weekday
1539.0,Bread,2016-11-17 15:30:16,Afternoon,Weekday
1539.0,Hot chocolate,2016-11-17 15:30:16,Afternoon,Weekday
1540.0,Coffee,2016-11-17 16:08:15,Afternoon,Weekday
1540.0,Cake,2016-11-17 16:08:15,Afternoon,Weekday
1541.0,Cake,2016-11-17 16:09:51,Afternoon,Weekday
1541.0,Alfajores,2016-11-17 16:09:51,Afternoon,Weekday
1541.0,Coffee,2016-11-17 16:09:51,Afternoon,Weekday
1541.0,Tea,2016-11-17 16:09:51,Afternoon,Weekday
1542.0,Bread,2016-11-17 16:15:13,Afternoon,Weekday
1543.0,Coffee,2016-11-17 16:30:07,Afternoon,Weekday
1544.0,Coffee,2016-11-17 16:32:44,Afternoon,Weekday
1544.0,Tea,2016-11-17 16:32:44,,Weekday
1544.0,Hot chocolate,2016-11-17 16:32:44,,Weekday
1544.0,Brownie,2016-11-17 16:32:44,Afternoon,Weekday
1544.0,Alfajores,2016-11-17 16:32:44,Afternoon,Weekday
1544.0,Bread,2016-11-17 16:32:44,Afternoon,Weekday
1545.0,Hot chocolate,2016-11-17 16:36:02,Afternoon,Weekday
1545.0,Tea,2016-11-17 16:36:02,Afternoon,Weekday
1545.0,Brownie,2016-11-17 16:36:02,Afternoon,Weekday
1545.0,Alfajores,2016-11-17 16:36:02,Afternoon,Weekday
1546.0,Coffee,2016-11-17 16:37:28,Afternoon,Weekday
1547.0,Scandinavian,2016-11-17 17:00:54,Evening,Weekday
1548.0,Coffee,,Evening,Weekday
1548.0,Cookies,2016-11-17 17:16:52,Evening,Weekday
1549.0,Bread,2016-11-17 17:31:43,Evening,Weekday
1549.0,Coffee,2016-11-17 17:31:43,Evening,Weekday
1550.0,Coffee,2016-11-18 08:10:57,Morning,Weekday
1550.0,Bread,2016-11-18 08:10:57,Morning,Weekday
1551.0,Coffee,2016-11-18 08:21:22,Morning,Weekday
1551.0,Medialuna,2016-11-18 08:21:22,Morning,Weekday
1552.0,Coffee,2016-11-18 08:35:17,Morning,Weekday
1552.0,Coffee,2016-11-18 08:35:17,Morning,Weekday
1553.0,Coffee,2016-11-18 08:38:25,Morning,Weekday
,Medialuna,2016-11-18 08:43:53,Morning,Weekday
1554.0,Pastry,2016-11-18 08:43:53,Morning,Weekday
1555.0,Coffee,2016-11-18 08:54:50,Morning,Weekday
1555.0,Tea,2016-11-18 08:54:50,Morning,Weekday
1555.0,Pastry,2016-11-18 08:54:50,Morning,Weekday
1555.0,Muffin,2016-11-18 08:54:50,Morning,Weekday
1556.0,Coffee,2016-11-18 09:06:40,Morning,Weekday
1556.0,Pastry,2016-11-18 09:06:40,Morning,Weekday
1557.0,Bread,2016-11-18 09:08:13,Morning,Weekday
1557.0,Coffee,2016-11-18 09:08:13,Morning,Weekday
1557.0,Keeping It Local,2016-11-18 09:08:13,Morning,Weekday
1558.0,Bread,2016-11-18 09:12:43,Morning,Weekday
1558.0,Bread,2016-11-18 09:12:43,Morning,Weekday
1558.0,Pastry,2016-11-18 09:12:43,Morning,Weekday
1559.0,Coffee,2016-11-18 09:14:42,Morning,Weekday
1559.0,Medialuna,2016-11-18 09:14:42,Morning,Weekday
1560.0,Bread,2016-11-18 09:24:38,Morning,Weekday
1561.0,Coffee,2016-11-18 09:26:06,Morning,Weekday
1562.0,Coffee,2016-11-18 09:26:42,Morning,Weekday
1562.0,Coffee,2016-11-18 09:26:42,Morning,Weekday
1563.0,Bread,2016-11-18 09:52:49,Morning,Weekday
1564.0,Bread,2016-11-18 09:55:12,Morning,Weekday
1564.0,Tea,2016-11-18 09:55:12,Morning,Weekday
1564.0,Pastry,2016-11-18 09:55:12,Morning,Weekday
1565.0,Coffee,2016-11-18 10:06:25,Morning,Weekday
1565.0,Cookies,2016-11-18 10:06:25,Morning,Weekday
1566.0,Bread,2016-11-18 10:07:57,Morning,Weekday
1566.0,Bread,2016-11-18 10:07:57,Morning,Weekday
1567.0,Coffee,2016-11-18 10:08:41,Morning,Weekday
1568.0,Coffee,2016-11-18 10:11:26,Morning,Weekday
1569.0,Tea,2016-11-18 10:34:10,Morning,Weekday
1569.0,Bread,2016-11-18 10:34:10,Morning,Weekday
1570.0,Coffee,2016-11-18 10:41:01,Morning,Weekday
1570.0,Coffee,2016-11-18 10:41:01,Morning,Weekday
1570.0,Medialuna,2016-11-18 10:41:01,Morning,Weekday
1570.0,Bread,2016-11-18 10:41:01,Morning,Weekday
1571.0,Bread,2016-11-18 10:48:08,Morning,Weekday
1572.0,Pastry,2016-11-18 10:49:51,Morning,Weekday
1572.0,Coffee,2016-11-18 10:49:51,Morning,Weekday
1573.0,Coffee,2016-11-18 10:55:19,Morning,Weekday
1573.0,Pastry,2016-11-18 10:55:19,Morning,Weekday
1574.0,Coffee,2016-11-18 10:58:04,Morning,Weekday
1574.0,Bread,2016-11-18 10:58:04,Morning,Weekday
1574.0,Alfajores,2016-11-18 10:58:04,Morning,Weekday
1575.0,Coffee,2016-11-18 11:04:01,Morning,Weekday
1576.0,Bread,2016-11-18 11:14:26,Morning,Weekday
1577.0,Bread,2016-11-18 11:16:44,Morning,Weekday
1578.0,Farm House,2016-11-18 11:18:02,Morning,Weekday
1579.0,Bread,2016-11-18 11:20:21,Morning,Weekday
1580.0,Coffee,2016-11-18 11:21:08,Morning,Weekday
1580.0,Tea,2016-11-18 11:21:08,Morning,Weekday
1581.0,,2016-11-18 11:22:32,Morning,Weekday
1582.0,Coffee,2016-11-18 11:24:28,Morning,Weekday
1583.0,Coffee,2016-11-18 11:36:39,Morning,Weekday
1583.0,Soup,2016-11-18 11:36:39,Morning,Weekday
1584.0,Soup,2016-11-18 11:36:59,Morning,Weekday
1585.0,Farm House,2016-11-18 11:48:21,Morning,Weekday
1585.0,Pastry,2016-11-18 11:48:21,Morning,Weekday
1586.0,Soup,2016-11-18 11:50:39,Morning,Weekday
1587.0,Coffee,2016-11-18 11:54:07,Morning,Weekday
1588.0,Coffee,2016-11-18 12:16:27,Afternoon,Weekday
1588.0,Coffee,2016-11-18 12:16:27,Afternoon,Weekday
1588.0,Brownie,2016-11-18 12:16:27,Afternoon,Weekday
1589.0,Coffee,2016-11-18 12:34:49,Afternoon,Weekday
1589.0,Bread,2016-11-18 12:34:49,Afternoon,Weekday
1589.0,Sandwich,2016-11-18 12:34:49,Afternoon,Weekday
1590.0,Coffee,2016-11-18 12:38:59,Afternoon,Weekday
1591.0,Sandwich,2016-11-18 12:56:13,Afternoon,Weekday
1591.0,Soup,2016-11-18 12:56:13,Afternoon,Weekday
1591.0,Bread,2016-11-18 12:56:13,Afternoon,Weekday
1591.0,Tea,2016-11-18 12:56:13,Afternoon,Weekday
1592.0,Soup,2016-11-18 12:58:38,Afternoon,Weekday
1592.0,Art Tray,2016-11-18 12:58:38,Afternoon,Weekday
1592.0,My-5 Fruit Shoot,2016-11-18 12:58:38,Afternoon,Weekday
1592.0,Bread,2016-11-18 12:58:38,Afternoon,Weekday
1592.0,Muffin,2016-11-18 12:58:38,Afternoon,Weekday
1593.0,Tea,2016-11-18 12:59:40,Afternoon,Weekday
1593.0,Sandwich,2016-11-18 12:59:40,Afternoon,Weekday
1594.0,Bread,2016-11-18 13:14:11,Afternoon,Weekday
1594.0,Soup,2016-11-18 13:14:11,Afternoon,Weekday
1595.0,Soup,2016-11-18 13:15:48,Afternoon,Weekday
1595.0,Tea,2016-11-18 13:15:48,Afternoon,Weekday
1597.0,Farm House,2016-11-18 13:41:47,Afternoon,Weekday
1598.0,Mineral water,2016-11-18 13:56:05,Afternoon,Weekday
1598.0,Mineral water,2016-11-18 13:56:05,Afternoon,Weekday
1598.0,Coffee,2016-11-18 13:56:05,Afternoon,Weekday
1598.0,Soup,2016-11-18 13:56:05,,Weekday
1598.0,Sandwich,2016-11-18 13:56:05,Afternoon,Weekday
1599.0,Bread,2016-11-18 14:01:41,Afternoon,Weekday
1599.0,Coffee,2016-11-18 14:01:41,Afternoon,Weekday
1599.0,Keeping It Local,2016-11-18 14:01:41,Afternoon,Weekday
1600.0,Soup,2016-11-18 14:09:27,Afternoon,Weekday
1600.0,Bread,2016-11-18 14:09:27,Afternoon,Weekday
1601.0,Art Tray,2016-11-18 14:14:44,Afternoon,Weekday
1601.0,Coffee,2016-11-18 14:14:44,Afternoon,Weekday
1601.0,Bread,2016-11-18 14:14:44,Afternoon,Weekday
1601.0,Hearty & Seasonal,2016-11-18 14:14:44,Afternoon,Weekday
1601.0,Hearty & Seasonal,2016-11-18 14:14:44,Afternoon,Weekday
1602.0,Bread,2016-11-18 14:31:15,Afternoon,Weekday
1603.0,Farm House,2016-11-18 14:34:26,Afternoon,Weekday
1604.0,Brownie,2016-11-18 14:41:48,Afternoon,Weekday
1605.0,Farm House,2016-11-18 14:44:44,Afternoon,Weekday
1606.0,Bread,2016-11-18 14:47:09,Afternoon,Weekday
1606.0,Soup,2016-11-18 14:47:09,Afternoon,Weekday
1606.0,Alfajores,2016-11-18 14:47:09,Afternoon,Weekday
1607.0,Coke,2016-11-18 14:48:50,Afternoon,Weekday
1607.0,Coffee,2016-11-18 14:48:50,Afternoon,Weekday
1607.0,Medialuna,2016-11-18 14:48:50,Afternoon,Weekday
1607.0,Cake,2016-11-18 14:48:50,Afternoon,Weekday
1608.0,Scandinavian,2016-11-18 14:58:40,Afternoon,Weekday
1608.0,Alfajores,2016-11-18 14:58:40,Afternoon,Weekday
1608.0,Alfajores,2016-11-18 14:58:40,Afternoon,Weekday
1609.0,Scandinavian,2016-11-18 15:00:45,Afternoon,Weekday
1610.0,Hot chocolate,2016-11-18 15:02:04,Afternoon,Weekday
1610.0,Pastry,2016-11-18 15:02:04,Afternoon,Weekday
1611.0,Coke,2016-11-18 15:35:42,Afternoon,Weekday
1611.0,Coffee,2016-11-18 15:35:42,Afternoon,Weekday
1611.0,Brownie,2016-11-18 15:35:42,Afternoon,Weekday
1612.0,Farm House,2016-11-18 15:45:06,Afternoon,Weekday
1613.0,Coffee,2016-11-18 15:45:54,Afternoon,Weekday
1613.0,Pastry,2016-11-18 15:45:54,Afternoon,Weekday
1614.0,Farm House,2016-11-18 15:59:41,Afternoon,Weekday
1615.0,Farm House,2016-11-18 16:00:38,Afternoon,Weekday
1616.0,Cookies,2016-11-18 16:03:01,Afternoon,Weekday
1616.0,Brownie,2016-11-18 16:03:01,Afternoon,Weekday
1616.0,Coffee,2016-11-18 16:03:01,Afternoon,Weekday
1616.0,Tea,2016-11-18 16:03:01,Afternoon,Weekday
1617.0,Tea,2016-11-18 16:06:09,Afternoon,Weekday
1617.0,Coffee,2016-11-18 16:06:09,Afternoon,Weekday
1617.0,Medialuna,2016-11-18 16:06:09,Afternoon,Weekday
1617.0,Cookies,2016-11-18 16:06:09,Afternoon,Weekday
1617.0,Farm House,2016-11-18 16:06:09,Afternoon,Weekday
1618.0,Bread,2016-11-18 16:07:59,Afternoon,Weekday
1618.0,Coffee,2016-11-18 16:07:59,Afternoon,Weekday
1619.0,Coffee,2016-11-18 16:17:11,Afternoon,Weekday
1620.0,Tea,2016-11-18 16:18:33,Afternoon,Weekday
1620.0,Coffee,2016-11-18 16:18:33,Afternoon,Weekday
1620.0,Alfajores,2016-11-18 16:18:33,Afternoon,
1621.0,Bread,2016-11-18 16:21:18,Afternoon,Weekday
1621.0,Hot chocolate,2016-11-18 16:21:18,Afternoon,Weekday
1621.0,Coffee,2016-11-18 16:21:18,Afternoon,Weekday
1622.0,Medialuna,2016-11-18 17:03:36,Evening,Weekday
1622.0,Tea,2016-11-18 17:03:36,Evening,Weekday
1623.0,Coke,2016-11-18 17:11:53,Evening,Weekday
1624.0,Medialuna,2016-11-18 17:13:37,Evening,Weekday
1625.0,Fudge,2016-11-18 17:23:35,Evening,Weekday
1625.0,Fudge,2016-11-18 17:23:35,Evening,Weekday
1626.0,Tea,2016-11-18 18:30:23,Evening,Weekday
1626.0,Muffin,2016-11-18 18:30:23,Evening,Weekday
1627.0,Alfajores,2016-11-18 18:33:15,Evening,Weekday
1627.0,Coffee,2016-11-18 18:33:15,Evening,Weekday
1629.0,Pastry,2016-11-19 08:42:03,Morning,Weekend
1629.0,Bread,2016-11-19 08:42:03,Morning,Weekend
1630.0,Pastry,2016-11-19 08:42:46,Morning,Weekend
1630.0,Coffee,2016-11-19 08:42:46,Morning,Weekend
1631.0,Coffee,2016-11-19 08:53:33,Morning,Weekend
1632.0,Bread,2016-11-19 08:55:10,Morning,Weekend
1633.0,Bread,2016-11-19 08:56:08,Morning,Weekend
1634.0,Coffee,2016-11-19 08:57:54,Morning,Weekend
1634.0,Keeping It Local,2016-11-19 08:57:54,Morning,Weekend
1634.0,Tea,2016-11-19 08:57:54,Morning,Weekend
1635.0,Bread,2016-11-19 09:12:58,Morning,Weekend
1635.0,Pastry,2016-11-19 09:12:58,Morning,Weekend
1635.0,Medialuna,2016-11-19 09:12:58,Morning,Weekend
1636.0,Farm House,2016-11-19 09:15:20,Morning,Weekend
1636.0,Medialuna,2016-11-19 09:15:20,Morning,Weekend
1636.0,Coffee,2016-11-19 09:15:20,Morning,Weekend
1637.0,Coffee,2016-11-19 09:29:09,Morning,Weekend
1637.0,Pastry,2016-11-19 09:29:09,Morning,Weekend
1638.0,Coffee,2016-11-19 09:31:03,Morning,Weekend
1639.0,Coffee,2016-11-19 09:31:44,,Weekend
1640.0,Coffee,2016-11-19 09:35:45,Morning,Weekend
1640.0,Keeping It Local,2016-11-19 09:35:45,Morning,Weekend
1640.0,Medialuna,2016-11-19 09:35:45,Morning,Weekend
1641.0,Pastry,2016-11-19 09:40:29,Morning,Weekend
1641.0,Bread,2016-11-19 09:40:29,Morning,Weekend
1641.0,Coffee,2016-11-19 09:40:29,Morning,Weekend
1642.0,Farm House,2016-11-19 09:46:29,Morning,Weekend
1643.0,Bread,2016-11-19 09:50:22,Morning,Weekend
1643.0,Bread,2016-11-19 09:50:22,Morning,Weekend
1644.0,Bread,2016-11-19 09:55:56,Morning,Weekend
1644.0,Bread,2016-11-19 09:55:56,Morning,Weekend
1644.0,Tea,2016-11-19 09:55:56,Morning,Weekend
1644.0,Keeping It Local,2016-11-19 09:55:56,Morning,Weekend
1645.0,Bread,2016-11-19 10:01:44,Morning,Weekend
1645.0,Medialuna,2016-11-19 10:01:44,Morning,Weekend
1645.0,Keeping It Local,2016-11-19 10:01:44,Morning,Weekend
1645.0,Coffee,2016-11-19 10:01:44,Morning,Weekend
1646.0,Bread,2016-11-19 10:04:10,Morning,Weekend
1646.0,Coffee,2016-11-19 10:04:10,Morning,Weekend
1646.0,Medialuna,2016-11-19 10:04:10,Morning,Weekend
1646.0,Bread,2016-11-19 10:04:10,Morning,Weekend
1647.0,Coffee,2016-11-19 10:04:52,Morning,Weekend
1648.0,Bread,2016-11-19 10:06:01,Morning,Weekend
1649.0,Medialuna,2016-11-19 10:12:36,Morning,Weekend
1649.0,Pastry,2016-11-19 10:12:36,Morning,Weekend
1649.0,Bread,2016-11-19 10:12:36,Morning,Weekend
1650.0,Bread,2016-11-19 10:14:15,Morning,Weekend
1650.0,Pastry,2016-11-19 10:14:15,Morning,Weekend
1651.0,Medialuna,2016-11-19 10:15:08,Morning,Weekend
1651.0,Coffee,2016-11-19 10:15:08,Morning,Weekend
1652.0,Bread,2016-11-19 10:15:26,Morning,Weekend
1653.0,Bread,2016-11-19 10:16:42,Morning,Weekend
1654.0,Coffee,2016-11-19 10:17:27,Morning,Weekend
1654.0,Coffee,2016-11-19 10:17:27,Morning,Weekend
1655.0,Focaccia,2016-11-19 10:19:24,Morning,Weekend
1656.0,Coffee,2016-11-19 10:19:48,Morning,Weekend
1657.0,Hot chocolate,2016-11-19 10:20:39,Morning,Weekend
1657.0,Pastry,2016-11-19 10:20:39,Morning,Weekend
1658.0,Coffee,2016-11-19 10:30:52,Morning,Weekend
1658.0,Hot chocolate,2016-11-19 10:30:52,Morning,Weekend
1659.0,Bread,2016-11-19 10:33:24,Morning,Weekend
1660.0,Bread,2016-11-19 10:34:59,Morning,Weekend
1660.0,Coffee,2016-11-19 10:34:59,Morning,Weekend
1661.0,Pastry,2016-11-19 10:35:53,Morning,Weekend
1661.0,Scandinavian,2016-11-19 10:35:53,Morning,Weekend
1661.0,Muffin,2016-11-19 10:35:53,Morning,Weekend
1662.0,Focaccia,2016-11-19 10:37:20,Morning,Weekend
1662.0,Bread,2016-11-19 10:37:20,Morning,Weekend
1663.0,Bread,2016-11-19 10:38:19,Morning,Weekend
1664.0,Muffin,2016-11-19 10:41:07,Morning,Weekend
1665.0,Caramel bites,2016-11-19 10:44:21,Morning,Weekend
1665.0,Coffee,2016-11-19 10:44:21,Morning,Weekend
1665.0,Medialuna,2016-11-19 10:44:21,Morning,Weekend
1666.0,Tartine,2016-11-19 10:50:35,Morning,Weekend
1666.0,Tea,2016-11-19 10:50:35,Morning,Weekend
1666.0,Muffin,2016-11-19 10:50:35,Morning,Weekend
1667.0,Bread,2016-11-19 10:54:02,Morning,
1668.0,Bread,2016-11-19 10:57:17,Morning,Weekend
1668.0,Focaccia,2016-11-19 10:57:17,Morning,Weekend
1668.0,Tea,2016-11-19 10:57:17,Morning,Weekend
1668.0,Coffee,2016-11-19 10:57:17,Morning,Weekend
1669.0,Jam,2016-11-19 11:00:26,Morning,Weekend
1670.0,Focaccia,2016-11-19 11:01:24,Morning,Weekend
1671.0,Coffee,2016-11-19 11:03:53,Morning,Weekend
1671.0,Medialuna,2016-11-19 11:03:53,Morning,Weekend
1671.0,Muffin,2016-11-19 11:03:53,Morning,Weekend
1672.0,Bread,2016-11-19 11:05:47,Morning,Weekend
1672.0,Coffee,2016-11-19 11:05:47,Morning,Weekend
1673.0,Coffee,2016-11-19 11:06:42,Morning,Weekend
1673.0,Muffin,2016-11-19 11:06:42,Morning,Weekend
1674.0,Coffee,2016-11-19 11:17:59,Morning,Weekend
1675.0,Coffee,2016-11-19 11:19:40,Morning,Weekend
1676.0,Bread,2016-11-19 11:24:19,Morning,Weekend
1677.0,Coffee,2016-11-19 11:35:43,Morning,Weekend
1677.0,Coffee,2016-11-19 11:35:43,Morning,Weekend
1678.0,Coffee,2016-11-19 11:36:27,Morning,Weekend
1678.0,Coffee,2016-11-19 11:36:27,Morning,Weekend
1679.0,Coffee,2016-11-19 11:36:48,Morning,Weekend
1679.0,Coffee,2016-11-19 11:36:48,Morning,Weekend
1680.0,Coffee,,Morning,Weekend
1681.0,Tea,2016-11-19 11:46:46,,Weekend
1682.0,Fudge,2016-11-19 11:48:46,Morning,Weekend
1683.0,Medialuna,2016-11-19 11:52:03,Morning,Weekend
1683.0,Bread,2016-11-19 11:52:03,Morning,Weekend
1683.0,Tea,2016-11-19 11:52:03,Morning,Weekend
1683.0,Coffee,2016-11-19 11:52:03,Morning,Weekend
1683.0,Coffee,2016-11-19 11:52:03,Morning,Weekend
1683.0,Ella's Kitchen Pouches,2016-11-19 11:52:03,Morning,Weekend
1684.0,Jammie Dodgers,2016-11-19 12:02:41,Afternoon,Weekend
1685.0,Bread,2016-11-19 12:05:54,Afternoon,Weekend
1686.0,Tea,2016-11-19 12:12:38,Afternoon,Weekend
1686.0,Coffee,2016-11-19 12:12:38,Afternoon,Weekend
1686.0,Soup,2016-11-19 12:12:38,Afternoon,Weekend
1686.0,Keeping It Local,2016-11-19 12:12:38,Afternoon,Weekend
1687.0,Coffee,2016-11-19 12:34:02,Afternoon,Weekend
1688.0,Coffee,2016-11-19 12:39:44,Afternoon,Weekend
1689.0,Coffee,2016-11-19 12:44:44,Afternoon,Weekend
1689.0,Muffin,2016-11-19 12:44:44,Afternoon,Weekend
1690.0,Coffee,2016-11-19 12:47:19,Afternoon,Weekend
1690.0,Bread,2016-11-19 12:47:19,,Weekend
1690.0,Soup,2016-11-19 12:47:19,Afternoon,Weekend
1691.0,Coffee,2016-11-19 13:04:28,Afternoon,Weekend
1691.0,Tea,2016-11-19 13:04:28,Afternoon,Weekend
1691.0,Medialuna,2016-11-19 13:04:28,Afternoon,Weekend
1692.0,Alfajores,2016-11-19 13:10:41,Afternoon,Weekend
1693.0,Bread,2016-11-19 13:14:17,Afternoon,Weekend
1694.0,Coffee,2016-11-19 13:15:55,Afternoon,Weekend
1694.0,Coffee,2016-11-19 13:15:55,Afternoon,Weekend
1694.0,Tartine,2016-11-19 13:15:55,Afternoon,Weekend
1694.0,Medialuna,2016-11-19 13:15:55,Afternoon,Weekend
1694.0,Pastry,2016-11-19 13:15:55,Afternoon,Weekend
1695.0,Tea,2016-11-19 13:16:27,Afternoon,Weekend
1695.0,Tartine,2016-11-19 13:16:27,Afternoon,Weekend
1696.0,Bread,2016-11-19 13:18:16,Afternoon,Weekend
1696.0,Coffee,2016-11-19 13:18:16,Afternoon,Weekend
1697.0,Medialuna,2016-11-19 13:26:38,Afternoon,Weekend
1697.0,Coffee,2016-11-19 13:26:38,Afternoon,Weekend
1697.0,Bread,2016-11-19 13:26:38,Afternoon,Weekend
1698.0,Bread,2016-11-19 13:28:09,Afternoon,Weekend
1698.0,Medialuna,2016-11-19 13:28:09,Afternoon,Weekend
1699.0,Focaccia,2016-11-19 13:34:07,Afternoon,Weekend
1700.0,Scandinavian,2016-11-19 13:36:30,Afternoon,Weekend
1701.0,Hearty & Seasonal,2016-11-19 13:45:24,Afternoon,Weekend
1701.0,Sandwich,2016-11-19 13:45:24,Afternoon,Weekend
1701.0,Coffee,2016-11-19 13:45:24,Afternoon,Weekend
1701.0,Mineral water,2016-11-19 13:45:24,Afternoon,Weekend
1702.0,Coffee,2016-11-19 13:46:29,Afternoon,Weekend
1702.0,Sandwich,2016-11-19 13:46:29,Afternoon,Weekend
1702.0,Sandwich,2016-11-19 13:46:29,Afternoon,Weekend
1703.0,Tea,2016-11-19 14:09:37,Afternoon,Weekend
1703.0,,2016-11-19 14:09:37,Afternoon,Weekend
1704.0,Coffee,2016-11-19 14:11:45,Afternoon,Weekend
1705.0,Coffee,2016-11-19 14:20:31,Afternoon,Weekend
1705.0,Coffee,2016-11-19 14:20:31,Afternoon,Weekend
1706.0,Soup,2016-11-19 14:26:23,Afternoon,Weekend
1706.0,Kids biscuit,2016-11-19 14:26:23,Afternoon,Weekend
1707.0,Coffee,2016-11-19 14:27:52,Afternoon,Weekend
1708.0,Bread,2016-11-19 14:29:02,Afternoon,Weekend
1709.0,Coffee,2016-11-19 14:30:16,Afternoon,Weekend
1710.0,Coffee,2016-11-19 14:36:13,Afternoon,Weekend
1711.0,Coffee,2016-11-19 14:40:46,Afternoon,Weekend
1711.0,Bread,2016-11-19 14:40:46,Afternoon,Weekend
1712.0,Cake,2016-11-19 14:55:11,Afternoon,Weekend
1712.0,Tea,2016-11-19 14:55:11,Afternoon,Weekend
1712.0,Muffin,2016-11-19 14:55:11,Afternoon,Weekend
1712.0,Coffee,2016-11-19 14:55:11,Afternoon,Weekend
1713.0,Hot chocolate,2016-11-19 15:01:42,Afternoon,Weekend
1714.0,Coffee,2016-11-19 15:05:17,Afternoon,Weekend
1714.0,Tea,2016-11-19 15:05:17,Afternoon,Weekend
1714.0,Cake,2016-11-19 15:05:17,Afternoon,Weekend
1715.0,Tea,2016-11-19 15:07:33,Afternoon,Weekend
,Coffee,2016-11-19 15:07:33,Afternoon,Weekend
1715.0,Muffin,2016-11-19 15:07:33,Afternoon,Weekend
1716.0,Jammie Dodgers,2016-11-19 15:18:25,Afternoon,Weekend
1716.0,Hot chocolate,2016-11-19 15:18:25,Afternoon,Weekend
1716.0,Hot chocolate,2016-11-19 15:18:25,Afternoon,Weekend
1716.0,Coffee,2016-11-19 15:18:25,Afternoon,Weekend
1716.0,Cookies,2016-11-19 15:18:25,Afternoon,Weekend
1717.0,Caramel bites,2016-11-19 15:20:44,Afternoon,Weekend
1717.0,Jammie Dodgers,,Afternoon,Weekend
1717.0,My-5 Fruit Shoot,,Afternoon,Weekend
1717.0,Bread,2016-11-19 15:20:44,Afternoon,Weekend
1718.0,Coffee,2016-11-19 15:36:39,Afternoon,Weekend
1719.0,Coffee,2016-11-19 15:37:49,Afternoon,Weekend
1719.0,Tea,2016-11-19 15:37:49,Afternoon,Weekend
1719.0,Caramel bites,2016-11-19 15:37:49,Afternoon,Weekend
1719.0,Kids biscuit,2016-11-19 15:37:49,Afternoon,Weekend
1720.0,Bread,2016-11-19 15:39:48,Afternoon,Weekend
1720.0,Coffee,2016-11-19 15:39:48,Afternoon,Weekend
1721.0,Bread,2016-11-19 15:46:03,Afternoon,Weekend
1721.0,Coffee,2016-11-19 15:46:03,Afternoon,Weekend
1721.0,Alfajores,2016-11-19 15:46:03,Afternoon,Weekend
1721.0,Bread,2016-11-19 15:46:03,Afternoon,Weekend
1722.0,Farm House,2016-11-19 15:53:29,Afternoon,Weekend
1723.0,Bread,2016-11-19 16:05:54,Afternoon,Weekend
1723.0,Jammie Dodgers,2016-11-19 16:05:54,Afternoon,Weekend
1723.0,Scandinavian,2016-11-19 16:05:54,Afternoon,Weekend
1724.0,Tea,2016-11-19 16:09:54,Afternoon,Weekend
1725.0,Alfajores,2016-11-19 16:17:23,Afternoon,Weekend
1725.0,Bread,2016-11-19 16:17:23,Afternoon,Weekend
1725.0,Tea,2016-11-19 16:17:23,Afternoon,Weekend
1725.0,Coffee,2016-11-19 16:17:23,Afternoon,Weekend
1726.0,Coffee,2016-11-19 16:26:23,Afternoon,Weekend
1726.0,Mineral water,2016-11-19 16:26:23,Afternoon,Weekend
,Tea,2016-11-19 16:26:23,Afternoon,Weekend
1727.0,Coffee,2016-11-19 16:32:32,Afternoon,Weekend
1727.0,Kids biscuit,2016-11-19 16:32:32,Afternoon,Weekend
1728.0,Kids biscuit,2016-11-19 16:38:32,Afternoon,Weekend
1728.0,Bread,2016-11-19 16:38:32,Afternoon,Weekend
1729.0,Coffee,2016-11-20 10:06:23,Morning,Weekend
1729.0,Coffee,2016-11-20 10:06:23,Morning,Weekend
1730.0,Bread,2016-11-20 10:25:50,Morning,Weekend
1731.0,Hot chocolate,2016-11-20 10:28:22,Morning,Weekend
1731.0,Coffee,2016-11-20 10:28:22,Morning,Weekend
1731.0,Cake,2016-11-20 10:28:22,Morning,Weekend
1732.0,Coffee,2016-11-20 10:33:35,Morning,Weekend
1732.0,Bread,2016-11-20 10:33:35,Morning,Weekend
1733.0,Scandinavian,2016-11-20 10:53:49,Morning,Weekend
1733.0,Pastry,2016-11-20 10:53:49,Morning,Weekend
1733.0,Juice,2016-11-20 10:53:49,Morning,Weekend
1734.0,Bread,2016-11-20 10:54:29,Morning,Weekend
1734.0,Coffee,2016-11-20 10:54:29,Morning,Weekend
1735.0,Bread,2016-11-20 10:56:31,Morning,Weekend
1736.0,Farm House,2016-11-20 10:57:38,Morning,Weekend
1736.0,Pastry,2016-11-20 10:57:38,Morning,Weekend
1736.0,Pastry,2016-11-20 10:57:38,Morning,Weekend
1736.0,Medialuna,2016-11-20 10:57:38,Morning,Weekend
1737.0,Alfajores,2016-11-20 11:00:35,Morning,Weekend
